# SYSTEM: Lorenz Attractor--- 
#	t			x[0] 			 x[1] 			 x[2] 			 y[0] 			 y[1] 			 y[2] 
  0.000000 	    6.261024 	    5.399445 	  -46.091024 	  -31.565528 	    2.611843 	  -45.219026 
  0.001000 	    6.227006 	    3.071160 	  -45.950560 	  -31.236941 	    0.312356 	  -45.144422 
  0.002000 	    6.170438 	    0.769794 	  -45.824838 	  -30.934360 	   -1.958323 	  -44.998617 
  0.003000 	    6.091824 	   -1.504334 	  -45.713400 	  -30.657239 	   -4.200013 	  -44.784050 
  0.004000 	    5.991663 	   -3.751008 	  -45.615644 	  -30.405035 	   -6.412617 	  -44.502962 
  0.005000 	    5.870452 	   -5.970091 	  -45.530832 	  -30.177212 	   -8.596094 	  -44.157401 
  0.006000 	    5.728682 	   -8.161513 	  -45.458102 	  -29.973236 	  -10.750450 	  -43.749236 
  0.007000 	    5.566842 	  -10.325247 	  -45.396472 	  -29.792582 	  -12.875721 	  -43.280156 
  0.008000 	    5.385412 	  -12.461301 	  -45.344850 	  -29.634726 	  -14.971957 	  -42.751688 
  0.009000 	    5.184870 	  -14.569696 	  -45.302045 	  -29.499155 	  -17.039208 	  -42.165198 
  0.010000 	    4.965688 	  -16.650460 	  -45.266769 	  -29.385358 	  -19.077518 	  -41.521904 
  0.011000 	    4.728332 	  -18.703609 	  -45.237649 	  -29.292831 	  -21.086908 	  -40.822885 
  0.012000 	    4.473265 	  -20.729140 	  -45.213229 	  -29.221074 	  -23.067369 	  -40.069086 
  0.013000 	    4.200944 	  -22.727020 	  -45.191983 	  -29.169593 	  -25.018853 	  -39.261332 
  0.014000 	    3.911823 	  -24.697175 	  -45.172317 	  -29.137897 	  -26.941261 	  -38.400332 
  0.015000 	    3.606352 	  -26.639482 	  -45.152576 	  -29.125498 	  -28.834441 	  -37.486692 
  0.016000 	    3.284980 	  -28.553759 	  -45.131052 	  -29.131915 	  -30.698174 	  -36.520923 
  0.017000 	    2.948150 	  -30.439761 	  -45.105990 	  -29.156663 	  -32.532172 	  -35.503448 
  0.018000 	    2.596308 	  -32.297167 	  -45.075591 	  -29.199265 	  -34.336072 	  -34.434616 
  0.019000 	    2.229896 	  -34.125581 	  -45.038023 	  -29.259240 	  -36.109427 	  -33.314704 
  0.020000 	    1.849358 	  -35.924520 	  -44.991426 	  -29.336109 	  -37.851703 	  -32.143933 
  0.021000 	    1.455139 	  -37.693410 	  -44.933916 	  -29.429391 	  -39.562277 	  -30.922476 
  0.022000 	    1.047685 	  -39.431585 	  -44.863593 	  -29.538605 	  -41.240428 	  -29.650464 
  0.023000 	    0.627446 	  -41.138276 	  -44.778549 	  -29.663266 	  -42.885335 	  -28.328001 
  0.024000 	    0.194875 	  -42.812612 	  -44.676872 	  -29.802883 	  -44.496077 	  -26.955169 
  0.025000 	   -0.249569 	  -44.453616 	  -44.556657 	  -29.956964 	  -46.071628 	  -25.532041 
  0.026000 	   -0.705422 	  -46.060200 	  -44.416010 	  -30.125009 	  -47.610853 	  -24.058692 
  0.027000 	   -1.172212 	  -47.631166 	  -44.253056 	  -30.306511 	  -49.112511 	  -22.535205 
  0.028000 	   -1.649461 	  -49.165201 	  -44.065950 	  -30.500956 	  -50.575251 	  -20.961686 
  0.029000 	   -2.136678 	  -50.660879 	  -43.852881 	  -30.707821 	  -51.997612 	  -19.338274 
  0.030000 	   -2.633367 	  -52.116659 	  -43.612083 	  -30.926572 	  -53.378025 	  -17.665151 
  0.031000 	   -3.139018 	  -53.530886 	  -43.341845 	  -31.156666 	  -54.714812 	  -15.942550 
  0.032000 	   -3.653108 	  -54.901791 	  -43.040517 	  -31.397548 	  -56.006190 	  -14.170774 
  0.033000 	   -4.175103 	  -56.227495 	  -42.706522 	  -31.648648 	  -57.250271 	  -12.350198 
  0.034000 	   -4.704455 	  -57.506011 	  -42.338365 	  -31.909384 	  -58.445069 	  -10.481290 
  0.035000 	   -5.240600 	  -58.735247 	  -41.934642 	  -32.179160 	  -59.588500 	   -8.564612 
  0.036000 	   -5.782958 	  -59.913010 	  -41.494054 	  -32.457364 	  -60.678390 	   -6.600841 
  0.037000 	   -6.330935 	  -61.037014 	  -41.015414 	  -32.743368 	  -61.712481 	   -4.590774 
  0.038000 	   -6.883918 	  -62.104884 	  -40.497657 	  -33.036529 	  -62.688438 	   -2.535341 
  0.039000 	   -7.441276 	  -63.114166 	  -39.939856 	  -33.336183 	  -63.603855 	   -0.435618 
  0.040000 	   -8.002361 	  -64.062335 	  -39.341226 	  -33.641653 	  -64.456270 	    1.707165 
  0.041000 	   -8.566504 	  -64.946804 	  -38.701140 	  -33.952240 	  -65.243167 	    3.891614 
  0.042000 	   -9.133021 	  -65.764936 	  -38.019138 	  -34.267230 	  -65.961995 	    6.116160 
  0.043000 	   -9.701205 	  -66.514058 	  -37.294936 	  -34.585888 	  -66.610178 	    8.379048 
  0.044000 	  -10.270332 	  -67.191470 	  -36.528436 	  -34.907462 	  -67.185128 	   10.678334 
  0.045000 	  -10.839657 	  -67.794467 	  -35.719739 	  -35.231181 	  -67.684259 	   13.011873 
  0.046000 	  -11.408419 	  -68.320345 	  -34.869148 	  -35.556257 	  -68.105008 	   15.377312 
  0.047000 	  -11.975835 	  -68.766430 	  -33.977182 	  -35.881885 	  -68.444845 	   17.772089 
  0.048000 	  -12.541107 	  -69.130085 	  -33.044578 	  -36.207240 	  -68.701298 	   20.193425 
  0.049000 	  -13.103419 	  -69.408737 	  -32.072301 	  -36.531483 	  -68.871966 	   22.638323 
  0.050000 	  -13.661937 	  -69.599892 	  -31.061548 	  -36.853762 	  -68.954543 	   25.103568 
  0.051000 	  -14.215814 	  -69.701161 	  -30.013748 	  -37.173208 	  -68.946836 	   27.585725 
  0.052000 	  -14.764189 	  -69.710276 	  -28.930570 	  -37.488939 	  -68.846788 	   30.081142 
  0.053000 	  -15.306188 	  -69.625117 	  -27.813920 	  -37.800066 	  -68.652497 	   32.585956 
  0.054000 	  -15.840926 	  -69.443729 	  -26.665938 	  -38.105686 	  -68.362242 	   35.096098 
  0.055000 	  -16.367512 	  -69.164352 	  -25.489001 	  -38.404893 	  -67.974497 	   37.607303 
  0.056000 	  -16.885046 	  -68.785436 	  -24.285711 	  -38.696773 	  -67.487963 	   40.115119 
  0.057000 	  -17.392625 	  -68.305669 	  -23.058892 	  -38.980412 	  -66.901579 	   42.614919 
  0.058000 	  -17.889344 	  -67.723994 	  -21.811579 	  -39.254892 	  -66.214549 	   45.101922 
  0.059000 	  -18.374299 	  -67.039633 	  -20.547006 	  -39.519301 	  -65.426359 	   47.571203 
  0.060000 	  -18.846591 	  -66.252108 	  -19.268595 	  -39.772732 	  -64.536797 	   50.017717 
  0.061000 	  -19.305329 	  -65.361253 	  -17.979938 	  -40.014284 	  -63.545966 	   52.436322 
  0.062000 	  -19.749628 	  -64.367240 	  -16.684778 	  -40.243072 	  -62.454304 	   54.821800 
  0.063000 	  -20.178621 	  -63.270584 	  -15.386991 	  -40.458221 	  -61.262594 	   57.168884 
  0.064000 	  -20.591456 	  -62.072164 	  -14.090564 	  -40.658878 	  -59.971977 	   59.472287 
  0.065000 	  -20.987301 	  -60.773228 	  -12.799568 	  -40.844209 	  -58.583958 	   61.726730 
  0.066000 	  -21.365348 	  -59.375402 	  -11.518136 	  -41.013408 	  -57.100413 	   63.926972 
  0.067000 	  -21.724818 	  -57.880696 	  -10.250436 	  -41.165695 	  -55.523594 	   66.067843 
  0.068000 	  -22.064961 	  -56.291503 	   -9.000642 	  -41.300322 	  -53.856125 	   68.144276 
  0.069000 	  -22.385062 	  -54.610598 	   -7.772902 	  -41.416580 	  -52.100998 	   70.151339 
  0.070000 	  -22.684443 	  -52.841133 	   -6.571316 	  -41.513793 	  -50.261573 	   72.084269 
  0.071000 	  -22.962468 	  -50.986629 	   -5.399899 	  -41.591332 	  -48.341560 	   73.938502 
  0.072000 	  -23.218545 	  -49.050964 	   -4.262556 	  -41.648610 	  -46.345008 	   75.709708 
  0.073000 	  -23.452128 	  -47.038358 	   -3.163052 	  -41.685089 	  -44.276294 	   77.393818 
  0.074000 	  -23.662722 	  -44.953349 	   -2.104980 	  -41.700280 	  -42.140092 	   78.987056 
  0.075000 	  -23.849883 	  -42.800782 	   -1.091741 	  -41.693749 	  -39.941361 	   80.485964 
  0.076000 	  -24.013223 	  -40.585771 	   -0.126512 	  -41.665115 	  -37.685313 	   81.887429 
  0.077000 	  -24.152410 	  -38.313683 	    0.787775 	  -41.614055 	  -35.377386 	   83.188704 
  0.078000 	  -24.267169 	  -35.990099 	    1.648454 	  -41.540303 	  -33.023215 	   84.387428 
  0.079000 	  -24.357286 	  -33.620788 	    2.453147 	  -41.443654 	  -30.628595 	   85.481642 
  0.080000 	  -24.422606 	  -31.211668 	    3.199778 	  -41.323964 	  -28.199452 	   86.469804 
  0.081000 	  -24.463037 	  -28.768774 	    3.886588 	  -41.181146 	  -25.741806 	   87.350795 
  0.082000 	  -24.478547 	  -26.298219 	    4.512143 	  -41.015179 	  -23.261732 	   88.123931 
  0.083000 	  -24.469164 	  -23.806157 	    5.075347 	  -40.826100 	  -20.765327 	   88.788957 
  0.084000 	  -24.434980 	  -21.298748 	    5.575441 	  -40.614006 	  -18.258670 	   89.346056 
  0.085000 	  -24.376144 	  -18.782118 	    6.012008 	  -40.379055 	  -15.747788 	   89.795833 
  0.086000 	  -24.292864 	  -16.262324 	    6.384968 	  -40.121462 	  -13.238621 	   90.139317 
  0.087000 	  -24.185406 	  -13.745318 	    6.694574 	  -39.841498 	  -10.736986 	   90.377940 
  0.088000 	  -24.054091 	  -11.236915 	    6.941404 	  -39.539489 	   -8.248545 	   90.513529 
  0.089000 	  -23.899292 	   -8.742758 	    7.126353 	  -39.215814 	   -5.778775 	   90.548281 
  0.090000 	  -23.721436 	   -6.268291 	    7.250612 	  -38.870899 	   -3.332940 	   90.484751 
  0.091000 	  -23.520993 	   -3.818731 	    7.315660 	  -38.505220 	   -0.916065 	   90.325818 
  0.092000 	  -23.298481 	   -1.399043 	    7.323242 	  -38.119296 	    1.467089 	   90.074670 
  0.093000 	  -23.054460 	    0.986085 	    7.275352 	  -37.713686 	    3.812042 	   89.734769 
  0.094000 	  -22.789528 	    3.332252 	    7.174206 	  -37.288987 	    6.114614 	   89.309828 
  0.095000 	  -22.504318 	    5.635371 	    7.022228 	  -36.845830 	    8.370940 	   88.803778 
  0.096000 	  -22.199494 	    7.891672 	    6.822020 	  -36.384876 	   10.577478 	   88.220741 
  0.097000 	  -21.875750 	   10.097716 	    6.576340 	  -35.906816 	   12.731020 	   87.564997 
  0.098000 	  -21.533804 	   12.250401 	    6.288080 	  -35.412361 	   14.828694 	   86.840956 
  0.099000 	  -21.174393 	   14.346964 	    5.960241 	  -34.902242 	   16.867970 	   86.053124 
  0.100000 	  -20.798273 	   16.384983 	    5.595907 	  -34.377208 	   18.846652 	   85.206080 
  0.101000 	  -20.406213 	   18.362374 	    5.198224 	  -33.838020 	   20.762883 	   84.304445 
  0.102000 	  -19.998994 	   20.277385 	    4.770377 	  -33.285448 	   22.615132 	   83.352852 
  0.103000 	  -19.577403 	   22.128588 	    4.315571 	  -32.720268 	   24.402190 	   82.355924 
  0.104000 	  -19.142228 	   23.914875 	    3.837004 	  -32.143259 	   26.123159 	   81.318249 
  0.105000 	  -18.694262 	   25.635440 	    3.337857 	  -31.555199 	   27.777437 	   80.244358 
  0.106000 	  -18.234293 	   27.289769 	    2.821268 	  -30.956864 	   29.364707 	   79.138703 
  0.107000 	  -17.763105 	   28.877629 	    2.290324 	  -30.349023 	   30.884923 	   78.005640 
  0.108000 	  -17.281473 	   30.399044 	    1.748037 	  -29.732437 	   32.338291 	   76.849412 
  0.109000 	  -16.790164 	   31.854289 	    1.197341 	  -29.107856 	   33.725256 	   75.674133 
  0.110000 	  -16.289930 	   33.243863 	    0.641074 	  -28.476018 	   35.046480 	   74.483777 
  0.111000 	  -15.781511 	   34.568481 	    0.081968 	  -27.837644 	   36.302829 	   73.282166 
  0.112000 	  -15.265629 	   35.829046 	   -0.477353 	  -27.193441 	   37.495350 	   72.072961 
  0.113000 	  -14.742990 	   37.026641 	   -1.034387 	  -26.544094 	   38.625260 	   70.859658 
  0.114000 	  -14.214280 	   38.162504 	   -1.586756 	  -25.890273 	   39.693919 	   69.645576 
  0.115000 	  -13.680164 	   39.238012 	   -2.132209 	  -25.232622 	   40.702820 	   68.433860 
  0.116000 	  -13.141285 	   40.254667 	   -2.668627 	  -24.571768 	   41.653570 	   67.227476 
  0.117000 	  -12.598266 	   41.214075 	   -3.194022 	  -23.908313 	   42.547872 	   66.029208 
  0.118000 	  -12.051705 	   42.117934 	   -3.706541 	  -23.242834 	   43.387509 	   64.841663 
  0.119000 	  -11.502176 	   42.968014 	   -4.204461 	  -22.575887 	   44.174332 	   63.667269 
  0.120000 	  -10.950230 	   43.766145 	   -4.686190 	  -21.908002 	   44.910242 	   62.508277 
  0.121000 	  -10.396394 	   44.514205 	   -5.150266 	  -21.239686 	   45.597178 	   61.366769 
  0.122000 	   -9.841170 	   45.214103 	   -5.595352 	  -20.571421 	   46.237105 	   60.244659 
  0.123000 	   -9.285035 	   45.867768 	   -6.020231 	  -19.903664 	   46.832002 	   59.143696 
  0.124000 	   -8.728443 	   46.477142 	   -6.423807 	  -19.236848 	   47.383848 	   58.065474 
  0.125000 	   -8.171822 	   47.044161 	   -6.805096 	  -18.571383 	   47.894620 	   57.011438 
  0.126000 	   -7.615580 	   47.570756 	   -7.163221 	  -17.907653 	   48.366273 	   55.982884 
  0.127000 	   -7.060098 	   48.058837 	   -7.497412 	  -17.246021 	   48.800742 	   54.980974 
  0.128000 	   -6.505735 	   48.510285 	   -7.806995 	  -16.586827 	   49.199928 	   54.006737 
  0.129000 	   -5.952830 	   48.926951 	   -8.091389 	  -15.930388 	   49.565695 	   53.061078 
  0.130000 	   -5.401698 	   49.310646 	   -8.350104 	  -15.277001 	   49.899861 	   52.144787 
  0.131000 	   -4.852634 	   49.663134 	   -8.582729 	  -14.626939 	   50.204197 	   51.258541 
  0.132000 	   -4.305912 	   49.986130 	   -8.788930 	  -13.980460 	   50.480418 	   50.402916 
  0.133000 	   -3.761788 	   50.281297 	   -8.968447 	  -13.337797 	   50.730185 	   49.578391 
  0.134000 	   -3.220497 	   50.550239 	   -9.121086 	  -12.699169 	   50.955097 	   48.785356 
  0.135000 	   -2.682257 	   50.794500 	   -9.246712 	  -12.064776 	   51.156690 	   48.024117 
  0.136000 	   -2.147270 	   51.015564 	   -9.345251 	  -11.434798 	   51.336436 	   47.294903 
  0.137000 	   -1.615721 	   51.214849 	   -9.416679 	  -10.809404 	   51.495741 	   46.597875 
  0.138000 	   -1.087778 	   51.393709 	   -9.461018 	  -10.188743 	   51.635943 	   45.933126 
  0.139000 	   -0.563596 	   51.553430 	   -9.478337 	   -9.572953 	   51.758313 	   45.300690 
  0.140000 	   -0.043315 	   51.695234 	   -9.468742 	   -8.962157 	   51.864054 	   44.700547 
  0.141000 	    0.472938 	   51.820274 	   -9.432376 	   -8.356464 	   51.954298 	   44.132629 
  0.142000 	    0.985047 	   51.929638 	   -9.369415 	   -7.755972 	   52.030113 	   43.596820 
  0.143000 	    1.492910 	   52.024346 	   -9.280062 	   -7.160769 	   52.092496 	   43.092966 
  0.144000 	    1.996433 	   52.105354 	   -9.164549 	   -6.570931 	   52.142382 	   42.620876 
